name,n,years,cagr,ann_vol,sharpe,sharpe_se_lo,mean_t_hac,sortino,max_drawdown,calmar,skew,excess_kurtosis,var_95,cvar_95,var_99,cvar_99,worst_day,worst_week,best_day,hit_rate,longest_drawdown_days,ann_turnover,avg_weight,max_weight,time_invested,feb_2018,parameter,value,is_baseline
evt_q = 0.98,2695,10.69,0.05013766214714965,0.12614247754084165,0.26799949822667746,0.3138217888817447,0.917522688647245,0.23691832376378674,-0.2626280745035502,0.19090747339912395,-3.0214403464987374,30.825905052498953,-0.011924656783045403,-0.02207203651632785,-0.02522663854960075,-0.04345049148173627,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6515769944341373,1477,11.260288892758625,0.1727123028182613,0.6114597031749016,0.7261595547309833,-0.0006433234818707945,evt_q,0.98,False
evt_q = 0.99,2695,10.69,0.05013766214714965,0.12614247754084165,0.26799949822667746,0.3138217888817447,0.917522688647245,0.23691832376378674,-0.2626280745035502,0.19090747339912395,-3.0214403464987374,30.825905052498953,-0.011924656783045403,-0.02207203651632785,-0.02522663854960075,-0.04345049148173627,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6515769944341373,1477,11.260288892758625,0.1727123028182613,0.6114597031749016,0.7261595547309833,-0.0006433234818707945,evt_q,0.99,False
horizon = 10,2695,10.69,0.0517626282907131,0.12664291910805872,0.2796543974032298,0.31407047330948956,0.9588482199055844,0.2504322107897825,-0.27505250595319963,0.188191807638068,-2.9807433518983935,30.28060568835444,-0.011924656783045403,-0.022017709683967657,-0.02522663854960075,-0.043338425351318,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6478664192949907,1419,10.844550669910074,0.17748035823097688,0.6114597031749016,0.7499072356215213,-0.0006433234818707945,horizon,10,False
horizon = 21,2695,10.69,0.05013766214714965,0.12614247754084165,0.26799949822667746,0.3138217888817447,0.917522688647245,0.23691832376378674,-0.2626280745035502,0.19090747339912395,-3.0214403464987374,30.825905052498953,-0.011924656783045403,-0.02207203651632785,-0.02522663854960075,-0.04345049148173627,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6515769944341373,1477,11.260288892758625,0.1727123028182613,0.6114597031749016,0.7261595547309833,-0.0006433234818707945,horizon,21,True
horizon = 42,2695,10.69,0.027250906252128893,0.12453442929263295,0.09279472937276749,0.3085874090180562,0.32210272045570054,0.08095017582604994,-0.29384912871757574,0.09273774732992414,-3.1035508427058813,32.39196787776772,-0.0116446258789107,-0.02196092444549252,-0.02522663854960075,-0.04345049148173627,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6500927643784786,2188,13.286577931856598,0.16061701926534871,0.6114597031749016,0.6738404452690167,-0.0006433234818707945,horizon,42,False
"lags = (1, 5, 22)",2695,10.69,0.05013766214714965,0.12614247754084165,0.26799949822667746,0.3138217888817447,0.917522688647245,0.23691832376378674,-0.2626280745035502,0.19090747339912395,-3.0214403464987374,30.825905052498953,-0.011924656783045403,-0.02207203651632785,-0.02522663854960075,-0.04345049148173627,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6515769944341373,1477,11.260288892758625,0.1727123028182613,0.6114597031749016,0.7261595547309833,-0.0006433234818707945,lags,"(1, 5, 22)",True
"lags = (1, 5, 10)",2695,10.69,0.03616920893154463,0.12484014359922872,0.16212328366513148,0.3105464711385423,0.5566616945131329,0.1442919469162502,-0.3204026365669028,0.11288673938234646,-2.992651758749689,31.46144542339657,-0.011924656783045403,-0.021727617345277426,-0.02428096969737433,-0.04239254215548809,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.650834879406308,1903,11.621737601141461,0.16967944548566327,0.6114597031749016,0.7150278293135436,-0.0006433234818707945,lags,"(1, 5, 10)",False
"lags = (1, 10, 44)",2695,10.69,0.03597334765925808,0.12566658138029405,0.16039891435498357,0.31054062922907155,0.5506828810508256,0.14336074064735035,-0.306697195191302,0.1172927181052952,-3.0231283394072683,31.191910802201775,-0.011792065353935574,-0.021963292660749322,-0.02515788213612574,-0.04331563004531099,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.638961038961039,1938,12.608295883594696,0.16990124543222068,0.6114597031749016,0.7157699443413729,-0.0006433234818707945,lags,"(1, 10, 44)",False
har_log = True,2695,10.69,0.05013766214714965,0.12614247754084165,0.26799949822667746,0.3138217888817447,0.917522688647245,0.23691832376378674,-0.2626280745035502,0.19090747339912395,-3.0214403464987374,30.825905052498953,-0.011924656783045403,-0.02207203651632785,-0.02522663854960075,-0.04345049148173627,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6515769944341373,1477,11.260288892758625,0.1727123028182613,0.6114597031749016,0.7261595547309833,-0.0006433234818707945,har_log,True,True
har_log = False,2695,10.69,0.03766042043153117,0.10359526501027025,0.18519029042469892,0.3101146717684399,0.6518032696410258,0.15169975536486002,-0.2427956402671667,0.15511160081000844,-2.3750147120127805,23.770623318192854,-0.009946339023894352,-0.01851996150703413,-0.021970206676376416,-0.03525586112886018,-0.08017435776564705,-0.09587457947169498,0.047489562078691934,0.7168831168831169,1257,11.528942662232787,0.10546713079108894,0.507869192826085,0.5038961038961038,0.00016337210161876392,har_log,False,False
retransform = normal,2695,10.69,0.05013766214714965,0.12614247754084165,0.26799949822667746,0.3138217888817447,0.917522688647245,0.23691832376378674,-0.2626280745035502,0.19090747339912395,-3.0214403464987374,30.825905052498953,-0.011924656783045403,-0.02207203651632785,-0.02522663854960075,-0.04345049148173627,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6515769944341373,1477,11.260288892758625,0.1727123028182613,0.6114597031749016,0.7261595547309833,-0.0006433234818707945,retransform,normal,True
retransform = smearing,2695,10.69,0.040871450085815386,0.12217444449326886,0.20000773631263452,0.3119940329932122,0.691766650861807,0.17351422310581377,-0.23494055982703155,0.17396506638064477,-3.14863989200978,34.408379132793534,-0.011509401291249166,-0.021251436123965232,-0.024174285488413286,-0.04233585579210693,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6597402597402597,1906,12.18743711149815,0.16052923061963684,0.6114597031749016,0.6653061224489796,-0.0006433234818707945,retransform,smearing,False
rv_method = rs_overnight,2695,10.69,0.05013766214714965,0.12614247754084165,0.26799949822667746,0.3138217888817447,0.917522688647245,0.23691832376378674,-0.2626280745035502,0.19090747339912395,-3.0214403464987374,30.825905052498953,-0.011924656783045403,-0.02207203651632785,-0.02522663854960075,-0.04345049148173627,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6515769944341373,1477,11.260288892758625,0.1727123028182613,0.6114597031749016,0.7261595547309833,-0.0006433234818707945,rv_method,rs_overnight,True
rv_method = parkinson_overnight,2695,10.69,0.05006878804808257,0.12638067826614313,0.2672094341874743,0.3137333521320476,0.9244697786100494,0.23860817383567887,-0.24192133328492882,0.20696309568165622,-2.996962094931081,30.543500598687544,-0.011987390375999874,-0.02204255865620642,-0.02522663854960075,-0.043338425351318,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6452690166975881,1368,11.607170540356334,0.17409260484747882,0.6114597031749016,0.7335807050092764,-0.0006433234818707945,rv_method,parkinson_overnight,False
rv_method = gk_overnight,2695,10.69,0.05227342996962481,0.12621566989682467,0.2840162018149496,0.3142761318850632,0.9767930728062282,0.2529548649735679,-0.269265521259358,0.19413339563543586,-3.0062965852124557,30.726971008859195,-0.01182504896103276,-0.021988939504480807,-0.02522663854960075,-0.043338425351318,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6478664192949907,1373,11.204010517085251,0.1746310031465678,0.6114597031749016,0.7354359925788497,-0.0006433234818707945,rv_method,gk_overnight,False
rv_method = close_to_close,2695,10.69,0.025780420713905183,0.12174303341297611,0.08029680593664734,0.3082699717324163,0.2850520153448802,0.06645605731356341,-0.3333615305753608,0.0773347202642423,-3.182404854348975,34.88482087777402,-0.011567704326105922,-0.021665290736117344,-0.02522663854960075,-0.04211031027010245,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6871985157699444,2348,12.396594664949108,0.14129599069888624,0.6114597031749016,0.5955473098330241,-0.0006433234818707945,rv_method,close_to_close,False
floor = running_max,2695,10.69,0.05013766214714965,0.12614247754084165,0.26799949822667746,0.3138217888817447,0.917522688647245,0.23691832376378674,-0.2626280745035502,0.19090747339912395,-3.0214403464987374,30.825905052498953,-0.011924656783045403,-0.02207203651632785,-0.02522663854960075,-0.04345049148173627,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6515769944341373,1477,11.260288892758625,0.1727123028182613,0.6114597031749016,0.7261595547309833,-0.0006433234818707945,floor,running_max,True
floor = event,2695,10.69,0.054004527410780545,0.10566276382176404,0.33156402494145076,0.312733469385975,1.167890246844092,0.3052606707160471,-0.19854236019977356,0.2720050640903086,-2.117528905716082,14.242198627677755,-0.010398307720511007,-0.019084322736178147,-0.023969716551435764,-0.03520443009471613,-0.06590954986794256,-0.0775055111849331,0.029774576282352482,0.6519480519480519,1360,9.716062224305032,0.14526252804393658,0.20811088295687888,0.7261595547309833,-0.0002500696841308825,floor,event,False
slope = cm,2695,10.69,0.05013766214714965,0.12614247754084165,0.26799949822667746,0.3138217888817447,0.917522688647245,0.23691832376378674,-0.2626280745035502,0.19090747339912395,-3.0214403464987374,30.825905052498953,-0.011924656783045403,-0.02207203651632785,-0.02522663854960075,-0.04345049148173627,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6515769944341373,1477,11.260288892758625,0.1727123028182613,0.6114597031749016,0.7261595547309833,-0.0006433234818707945,slope,cm,True
slope = vix3m,2695,10.69,0.05854697278235199,0.12929739808050883,0.3263249686794264,0.31525173611011487,1.1277910599404057,0.30468937690710385,-0.17903504776861767,0.3270140316772907,-2.9121434912581092,27.49461839837054,-0.012448463991732408,-0.022416556716074256,-0.025598640533955632,-0.04357195049376535,-0.11672792274336695,-0.1354849927719397,0.03553867813063943,0.6148423005565863,835,12.482499507913392,0.18374385514355604,0.6114597031749016,0.7933209647495362,-0.0006433234818707945,slope,vix3m,False
vol_lookback = 10,2695,10.69,0.05088786867974204,0.13256986435148027,0.26702389728408077,0.31504513843524523,0.8987238434493158,0.23215235140658574,-0.2731584981918803,0.18629429073810413,-3.4867703188348567,39.60376135214839,-0.012063676179687156,-0.02261448660818954,-0.025822770269348854,-0.04610174116986305,-0.11672792274336695,-0.1351881985860539,0.05160046720936028,0.650834879406308,1477,12.222940899241733,0.17968454253359736,0.786085586768181,0.7261595547309833,-0.0004419319251973697,vol_lookback,10,False
vol_lookback = 21,2695,10.69,0.05013766214714965,0.12614247754084165,0.26799949822667746,0.3138217888817447,0.917522688647245,0.23691832376378674,-0.2626280745035502,0.19090747339912395,-3.0214403464987374,30.825905052498953,-0.011924656783045403,-0.02207203651632785,-0.02522663854960075,-0.04345049148173627,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6515769944341373,1477,11.260288892758625,0.1727123028182613,0.6114597031749016,0.7261595547309833,-0.0006433234818707945,vol_lookback,21,True
vol_lookback = 63,2695,10.69,0.062110933149117864,0.11550411876240912,0.37921315958139556,0.3136496761401423,1.3477428257546462,0.3512802256036061,-0.22694736563383788,0.2736799036007718,-2.0754713206824214,16.453068531969482,-0.011018011825494499,-0.020146882812930075,-0.023588168743706273,-0.03909892171089196,-0.07128369160850767,-0.09221234230485031,0.04234015984441984,0.6515769944341373,1358,10.518909351379572,0.15942764800181733,0.5276119861928599,0.7261595547309833,-0.0007480915983363312,vol_lookback,63,False
signal_lag = 0,2695,10.69,0.1407428514470821,0.101569200184604,1.1192608680919616,0.3157657024450203,4.068605102691676,1.208055125559078,-0.09854116772703136,1.4282644979096808,-0.8236228221077714,5.12409929346456,-0.010592492145317071,-0.016686237393774197,-0.020560244636285325,-0.026919423214310786,-0.04201479136839866,-0.06812321812892685,0.030886241285223798,0.6545454545454545,266,11.179636266450906,0.17273190076938788,0.6114597031749016,0.7261595547309833,0.00016337210161876392,signal_lag,0,False
signal_lag = 1,2695,10.69,0.05013766214714965,0.12614247754084165,0.26799949822667746,0.3138217888817447,0.917522688647245,0.23691832376378674,-0.2626280745035502,0.19090747339912395,-3.0214403464987374,30.825905052498953,-0.011924656783045403,-0.02207203651632785,-0.02522663854960075,-0.04345049148173627,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6515769944341373,1477,11.260288892758625,0.1727123028182613,0.6114597031749016,0.7261595547309833,-0.0006433234818707945,signal_lag,1,True
signal_lag = 2,2695,10.69,-0.01675799519310328,0.17396362150628825,-0.12894911725654884,0.28569023920977327,-0.4017291557628067,-0.09266744998337023,-0.5487711072032107,-0.03053731323157612,-16.75489087553011,544.169080355695,-0.012114336723356404,-0.025574773957500605,-0.026821104018763593,-0.05843137741021999,-0.3797305873791319,-0.41286776067109154,0.0475129540208167,0.6482374768089054,2184,11.409602239316685,0.1726917588105166,0.6114597031749016,0.7261595547309833,-0.38148673245123443,signal_lag,2,False
index = rolled,2695,10.69,0.05013766214714965,0.12614247754084165,0.26799949822667746,0.3138217888817447,0.917522688647245,0.23691832376378674,-0.2626280745035502,0.19090747339912395,-3.0214403464987374,30.825905052498953,-0.011924656783045403,-0.02207203651632785,-0.02522663854960075,-0.04345049148173627,-0.11672792274336695,-0.1354849927719397,0.047489562078691934,0.6515769944341373,1477,11.260288892758625,0.1727123028182613,0.6114597031749016,0.7261595547309833,-0.0006433234818707945,index,rolled,True
index = shifted roll convention,2695,10.69,0.05101476113489478,0.12655327743298328,0.2741821257800832,0.31424749819828124,0.9369363584994396,0.24121146918649816,-0.2603040058770857,0.19598146775729494,-3.1063045528908306,32.29067932205089,-0.011934956472144605,-0.02220331968499905,-0.02568825297962649,-0.043531679935480794,-0.11981422175480895,-0.13858116882178007,0.04680458106064121,0.6523191094619666,1473,10.913376375940533,0.17016065304296316,0.6033444816053515,0.7261595547309833,-0.0006133150333053061,index,shifted roll convention,False
index = constant-maturity 30 day,2695,10.69,0.0506638596554887,0.1266187168056494,0.27153847426353744,0.3146820394892702,0.9265889112658715,0.2370612908969705,-0.24944547212962098,0.2031059502621956,-3.294887846155177,35.89703422212393,-0.011934458330849227,-0.022172448673666936,-0.026052314154941265,-0.044000667409453215,-0.1248950242516731,-0.14303022635596707,0.04875527712781968,0.6526901669758812,1427,10.365110747712519,0.16746453131277259,0.5758959706334863,0.7261595547309833,-0.0006016532367674188,index,constant-maturity 30 day,False
"index = calendar spread, front vs 4th",2566,10.18,0.02448993703877278,0.1261057953191466,0.0695312177028654,0.3163940663518426,0.21807312600992532,0.05863349583414268,-0.327634496326901,0.07474773661909419,-4.354279882182534,59.31690324120088,-0.011662884173510874,-0.02241447941730902,-0.028514024834302452,-0.04501700178683386,-0.14882995940505836,-0.15328489935868583,0.032842827584275876,0.6441932969602494,1905,14.602022067182494,0.22096485014345518,0.8685185185185187,0.7248636009353079,-0.0013022736808884217,index,"calendar spread, front vs 4th",False
