refit_date,const,rv_d,rv_w,rv_m
2018-06-28,-1.6288142818149396,0.0861187513684793,0.32022244493301544,0.39484389822019544
2018-07-30,-1.6302031065694096,0.08558047917600131,0.31808352391080025,0.39740333657785054
2018-08-28,-1.6163810233210474,0.08613606295579412,0.3173025244930193,0.39936988537875584
2018-09-27,-1.5964178137744136,0.08646650245716081,0.3147841973358879,0.4037939207513966
2018-10-26,-1.627007455713523,0.0857743685357672,0.3128783715312687,0.4030262123997029
2018-11-27,-1.6673077499772078,0.08778587863232246,0.32690501305253655,0.38226659381551875
2018-12-28,-1.6533265571770748,0.08789936042146412,0.3209726055268859,0.38935440695130286
2019-01-30,-1.6415380864708702,0.08804963428836154,0.3203850334091186,0.39078541416935386
2019-03-01,-1.7153040032760734,0.08924035241099088,0.32633410130896406,0.3766765691049084
2019-04-01,-1.7224103744611625,0.08911271276506383,0.3295413490029045,0.3730950438068071
2019-05-01,-1.7172340795853278,0.08829475641844592,0.32732254019849016,0.37681288359063797
2019-05-31,-1.7419006107482347,0.08870841850559374,0.3184040068645673,0.38248043951449473
2019-07-01,-1.757270732895346,0.09039433772105965,0.31660589169065567,0.3810328715437175
2019-07-31,-1.7705805067878495,0.09031062395696815,0.32091103615347344,0.3757676899772334
2019-08-29,-1.8151226426019593,0.08910798815412069,0.3146270457002941,0.37825842183918806
2019-09-30,-1.831354600290261,0.09092279323092223,0.3157961144127808,0.37365044113278384
2019-10-29,-1.8445982216520136,0.09068182816458059,0.3162610659647282,0.37221513999855327
2019-11-27,-1.8416398780331684,0.09095642176687557,0.3167498162075795,0.3721067359617586
2019-12-30,-1.8297188234118067,0.09063410478435413,0.31859306537313414,0.3719852578343214
2020-01-30,-1.836721302802804,0.08950793658416661,0.3158995378003754,0.375069228831094
2020-03-02,-1.8811834636671667,0.09149359368464921,0.3189970683867893,0.36505068685841024
2020-03-31,-1.8662059730023366,0.09862422587018121,0.32959035829869326,0.34729875587472997
2020-04-30,-1.8099134347383719,0.10065902421323802,0.36320892552968226,0.3169172400862003
2020-06-01,-1.8808786231095356,0.09984842884763495,0.3685625281479876,0.30540903093515415
2020-06-30,-1.8661914328708096,0.09926345790919866,0.36819650965231576,0.3077458059388953
2020-07-30,-1.8614995304017916,0.09919049278241815,0.3641974856782474,0.3122425226610096
2020-08-28,-1.891734583912138,0.09930166321362005,0.36648482504264646,0.30705791841543323
2020-09-29,-1.9004682045882124,0.09942528327531241,0.36187539134922253,0.3102984097815595
2020-10-28,-1.9105536870088473,0.10088176909334856,0.3604441389972789,0.3091220017101669
2020-11-27,-1.8834288376346244,0.0998142102409742,0.3579360236194685,0.3151440719480181
2020-12-29,-1.9092129964604831,0.1005923616794907,0.35376159542294766,0.3161321494345369
2021-01-29,-1.9088644078430381,0.09953688722370341,0.35116320577787813,0.3195797781926602
2021-03-02,-1.9095701844536301,0.09946767196591821,0.34987309234359903,0.3207139736484871
2021-03-31,-1.904056329168283,0.09902540665657655,0.34638526752411813,0.32496258188630417
2021-04-30,-1.9318559792486147,0.09921128895761455,0.34683123774469365,0.32191745441180486
2021-06-01,-1.9427410028108774,0.09958900478869182,0.345966122840461,0.3212332152518061
2021-06-30,-1.9425672794253197,0.09958170408332867,0.3447330715746357,0.3226408461048074
2021-07-30,-1.9461725060755817,0.09851474630071277,0.3457512098750348,0.322327149212216
2021-08-30,-1.9482297272009468,0.09840530460324853,0.3419347133103201,0.3260676299849728
2021-09-29,-1.951211243958108,0.09738036970161451,0.34204866215638174,0.32671233102554786
2021-10-28,-1.983660369781081,0.09859411881667068,0.33960169337528096,0.32437247837808886
2021-11-29,-1.99306546652909,0.0992418050523462,0.34000538733771274,0.3227225547322175
2021-12-29,-2.028884416108867,0.0999882017549405,0.33777914502626666,0.3201120347729839
2022-01-28,-2.029096089714486,0.09830769114968413,0.3350259538178717,0.3245214397962137
2022-03-01,-2.023094315220907,0.10103228359749444,0.3285782951744388,0.3283521906488656
2022-03-30,-2.015175610426484,0.10069431558487946,0.32776720602391307,0.3302462790550234
2022-04-29,-2.0408568730538934,0.10080392290224177,0.32780301709767157,0.32768515424469574
2022-05-31,-2.0186941030014487,0.10149880299995656,0.3269885983225707,0.32965520772239293
2022-06-30,-2.010822719265738,0.10125276849594589,0.32911208877958326,0.328501390743326
2022-08-01,-2.007458972536078,0.10143815960453012,0.3266614374622837,0.3310859900739941
2022-08-30,-2.0286337041901485,0.10120534532723047,0.327358481094104,0.3286246870216645
2022-09-29,-2.027882519804472,0.10072041277464222,0.3271669128179617,0.329317371625954
2022-10-28,-2.0034141704260033,0.10097477166740909,0.33086857915993706,0.3275140221027606
2022-11-29,-1.9950070662544108,0.10040351121477609,0.3312948160894655,0.328453665071376
2022-12-29,-1.993696119356156,0.09922530397999069,0.3292757930334178,0.33175149915830543
2023-01-31,-1.988378112901767,0.09927181056780743,0.3272209916792108,0.33423402572432004
2023-03-02,-1.9901932954404686,0.09895002252209517,0.3272902517864071,0.33431449573223404
2023-03-31,-1.988911641943162,0.09824215182623147,0.3272398805537824,0.3351736090447229
2023-05-02,-2.0048037299515373,0.0986556734079106,0.3234369278233904,0.33712789069799
2023-06-01,-2.0093041706516757,0.0985669508198288,0.32593917452794197,0.33435431687917305
2023-07-03,-2.0068992012637343,0.09815780321369694,0.3257761070765801,0.3353263991679368
2023-08-02,-2.0034069333210125,0.09797700158323486,0.32630124776462655,0.3354959124707613
2023-08-31,-2.005967247858374,0.0974409535486564,0.3262020454373366,0.3358384839384455
2023-10-02,-2.002672938603342,0.09707987768756954,0.32581359332822296,0.3370600369668027
2023-10-31,-2.0063698814244915,0.09680945450240036,0.32592986702626986,0.3367456384272527
2023-11-30,-2.0111855976684643,0.09654876935165857,0.3256534343570045,0.3369555084113314
2024-01-02,-2.0147220417701845,0.09653394343345195,0.327088133570471,0.3353759163594066
2024-02-01,-2.01252633556865,0.09593077123297072,0.3267772213424273,0.3365530841259135
2024-03-04,-2.0085691920187303,0.09548782041253595,0.32616482590672796,0.33807433615339244
2024-04-03,-2.011971872036395,0.094850209955056,0.3260947604507459,0.33838917715587474
2024-05-02,-2.0154581435155086,0.09456802994082109,0.3232855848351305,0.3410775133110416
2024-06-03,-2.018978859924321,0.09441730087244626,0.3221335942797036,0.3420685252819991
2024-07-03,-2.0229874780397017,0.09465404962729479,0.3208547638055128,0.342787602416597
2024-08-02,-2.0174879964687986,0.09460760306735883,0.31825422082865384,0.3461047614076131
2024-09-03,-2.0604767172005665,0.09621610772041445,0.3202598243837183,0.33755607744177196
2024-10-02,-2.068097337753979,0.09704494679276471,0.31405515229234526,0.3422422559227143
