dynamics,day,years,survival_-1x,se_-1x,survival_-0.5x,se_-0.5x
unbounded,25,0.0992063492063492,0.99745,0.00035661586476207506,0.99945,0.00016578562965469148
unbounded,26,0.10317460317460317,0.9973,0.0003669271044771724,0.9994,0.00017315311143609936
unbounded,27,0.10714285714285714,0.9971,0.00038023611085745223,0.99935,0.00018021896404097425
unbounded,28,0.1111111111111111,0.997,0.00038671695075339035,0.9993,0.00018701737887159497
unbounded,29,0.11507936507936507,0.9968,0.0003993594871791567,0.99915,0.0002060676466600249
unbounded,30,0.11904761904761904,0.99655,0.00041461412783454167,0.99915,0.0002060676466600249
unbounded,31,0.12301587301587301,0.99645,0.0004205590029948267,0.99905,0.00021784139872852524
unbounded,32,0.12698412698412698,0.9963,0.0004293198108636519,0.99905,0.00021784139872852524
unbounded,33,0.13095238095238096,0.99625,0.00043220004049051355,0.99905,0.00021784139872852524
unbounded,34,0.1349206349206349,0.996,0.00044631827208842814,0.99905,0.00021784139872852524
unbounded,35,0.1388888888888889,0.9957,0.000462682936793652,0.999,0.0002234949663862702
unbounded,36,0.14285714285714285,0.99545,0.00047588325774290766,0.9989,0.00023439176606698345
unbounded,37,0.14682539682539683,0.9951,0.0004937605695071253,0.9988,0.00024480196077645894
unbounded,38,0.15079365079365079,0.995,0.0004987484335815003,0.99875,0.0002498437011413309
unbounded,39,0.15476190476190477,0.99475,0.0005110008561636652,0.9987,0.0002547852036520143
unbounded,40,0.15873015873015872,0.9945,0.0005229603235428071,0.9987,0.0002547852036520143
unbounded,41,0.1626984126984127,0.99445,0.0005253188317583929,0.99865,0.0002596321917636527
unbounded,42,0.16666666666666666,0.9943,0.0005323302546352235,0.99855,0.00026906295731668
unbounded,43,0.17063492063492064,0.9943,0.0005323302546352235,0.99855,0.00026906295731668
unbounded,44,0.1746031746031746,0.9941,0.0005415343941062292,0.99845,0.00027817238360412875
unbounded,45,0.17857142857142858,0.99385,0.0005528190255409083,0.99835,0.00028699107128968667
unbounded,46,0.18253968253968253,0.9937,0.0005594778816003351,0.9983,0.0002912996738755499
unbounded,47,0.1865079365079365,0.9935,0.0005682319068830943,0.99825,0.00029554504732781677
unbounded,48,0.19047619047619047,0.99315,0.0005832271212829537,0.99815,0.00030385666851329905
unbounded,49,0.19444444444444445,0.993,0.0005895337140486541,0.99815,0.00030385666851329905
unbounded,50,0.1984126984126984,0.99285,0.0005957716634751938,0.99815,0.00030385666851329905
unbounded,51,0.20238095238095238,0.9927,0.000601943103623589,0.99805,0.00031194530770633556
unbounded,52,0.20634920634920634,0.99265,0.000603985823509127,0.998,0.0003159113799786264
unbounded,53,0.21031746031746032,0.99235,0.0006160956703305115,0.99795,0.00031982788339980585
unbounded,54,0.21428571428571427,0.9922,0.0006220594826863436,0.99795,0.00031982788339980585
unbounded,55,0.21825396825396826,0.99205,0.000627964867647865,0.99785,0.0003275192742419891
unbounded,56,0.2222222222222222,0.99195,0.000631870140930872,0.99785,0.0003275192742419891
unbounded,57,0.2261904761904762,0.9918,0.0006376817388007903,0.99775,0.00033503264766287887
unbounded,58,0.23015873015873015,0.99155,0.0006472479239055139,0.99765,0.00034237972340662667
unbounded,59,0.23412698412698413,0.9914,0.0006529180653037581,0.9975,0.0003531111722956346
unbounded,60,0.23809523809523808,0.9913,0.0006566700084517352,0.9975,0.0003531111722956346
unbounded,61,0.24206349206349206,0.99125,0.0006585376792560937,0.9975,0.0003531111722956346
unbounded,62,0.24603174603174602,0.9911,0.0006641080484379036,0.9975,0.0003531111722956346
unbounded,63,0.25,0.9909,0.0006714607211147945,0.9975,0.0003531111722956346
unbounded,64,0.25396825396825395,0.99075,0.0006769208779466025,0.99745,0.00035661586476207506
unbounded,65,0.25793650793650796,0.99065,0.0006805357264684923,0.9974,0.00036008610081479447
unbounded,66,0.2619047619047619,0.9905,0.0006859209138085803,0.9973,0.0003669271044771724
unbounded,67,0.26587301587301587,0.99015,0.0006983186056521774,0.9972,0.000373641539446568
unbounded,68,0.2698412698412698,0.9899,0.0007070357133837017,0.99715,0.00037695341224082445
unbounded,69,0.27380952380952384,0.98935,0.0007258297837647628,0.997,0.00038671695075339035
unbounded,70,0.2777777777777778,0.98905,0.0007358701481919216,0.99685,0.0003962371449018874
unbounded,71,0.28174603174603174,0.9889,0.0007408370266124662,0.99685,0.0003962371449018874
unbounded,72,0.2857142857142857,0.9888,0.0007441290210709427,0.99685,0.0003962371449018874
unbounded,73,0.2896825396825397,0.9888,0.0007441290210709427,0.9968,0.0003993594871791567
unbounded,74,0.29365079365079366,0.98875,0.0007457693175506747,0.9968,0.0003993594871791567
unbounded,75,0.2976190476190476,0.98865,0.0007490386338500829,0.9968,0.0003993594871791567
unbounded,76,0.30158730158730157,0.98845,0.0007555328417745965,0.9968,0.0003993594871791567
unbounded,77,0.3055555555555556,0.9881,0.0007667590886321473,0.9967,0.00040553113320680875
unbounded,78,0.30952380952380953,0.988,0.0007699350621968066,0.99665,0.0004085815402095379
unbounded,79,0.3134920634920635,0.9879,0.0007730973418658223,0.99665,0.0004085815402095379
unbounded,80,0.31746031746031744,0.9877,0.0007793814855383716,0.9966,0.0004116090378016473
unbounded,81,0.32142857142857145,0.9874,0.0007887090718382776,0.9965,0.0004175972940525326
