dynamics,day,years,survival_-1x,se_-1x,survival_-0.5x,se_-0.5x
unbounded,531,2.107142857142857,0.9174,0.0019464999357821722,0.9738,0.0011294591626083699
unbounded,532,2.111111111111111,0.91715,0.0019491777433061355,0.97355,0.001134689329728626
unbounded,533,2.115079365079365,0.917,0.0019507818945233213,0.97345,0.0011367738891265924
unbounded,534,2.119047619047619,0.91695,0.001951316190421224,0.9734,0.0011378145718877034
unbounded,535,2.123015873015873,0.91685,0.0019523841514927326,0.97335,0.0011388541939159717
unbounded,536,2.126984126984127,0.91665,0.001954517555561986,0.97335,0.0011388541939159717
unbounded,537,2.130952380952381,0.91655,0.001955583001306772,0.9733,0.0011398927581136734
unbounded,538,2.134920634920635,0.9163,0.001958242962453842,0.97315,0.0011430021325439432
unbounded,539,2.138888888888889,0.91615,0.0019598364408796973,0.97315,0.0011430021325439432
unbounded,540,2.142857142857143,0.91585,0.00196301779793256,0.97305,0.0011450698122822038
unbounded,541,2.1468253968253967,0.91575,0.0019640765960114697,0.973,0.0011461020896935846
unbounded,542,2.1507936507936507,0.91575,0.0019640765960114697,0.97295,0.001147133329216792
unbounded,543,2.1547619047619047,0.91565,0.0019651345691834954,0.9729,0.0011481635336484087
unbounded,544,2.1587301587301586,0.9156,0.0019656632468457056,0.97285,0.001149192705772187
unbounded,545,2.1626984126984126,0.91535,0.001968303552554839,0.97275,0.001151247964167581
unbounded,546,2.1666666666666665,0.9151,0.0019709387357297534,0.97265,0.0011532991264195074
unbounded,547,2.1706349206349205,0.91505,0.0019714651594689666,0.97265,0.0011532991264195074
unbounded,548,2.1746031746031744,0.91505,0.0019714651594689666,0.97265,0.0011532991264195074
unbounded,549,2.1785714285714284,0.91485,0.001973568816889849,0.97265,0.0011532991264195074
unbounded,550,2.1825396825396823,0.9147,0.0019751444250990864,0.97265,0.0011532991264195074
unbounded,551,2.1865079365079363,0.9143,0.001979337136518183,0.9726,0.00115432317831706
unbounded,552,2.1904761904761907,0.91405,0.0019819510273969936,0.97255,0.001155346214344427
unbounded,553,2.1944444444444446,0.9139,0.001983516952284502,0.97245,0.0011573892495612694
unbounded,554,2.1984126984126986,0.91375,0.001985081075170483,0.97245,0.0011573892495612694
unbounded,555,2.2023809523809526,0.91355,0.001987163776592156,0.9724,0.0011584092541066814
unbounded,556,2.2063492063492065,0.9135,0.0019876839537511996,0.9724,0.0011584092541066814
unbounded,557,2.2103174603174605,0.9132,0.0019908008438816777,0.97225,0.001161463247373761
unbounded,558,2.2142857142857144,0.91315,0.0019913196315508967,0.9722,0.0011624792471265895
unbounded,559,2.2182539682539684,0.91305,0.00199235661341036,0.97215,0.0011634942522419274
unbounded,560,2.2222222222222223,0.91295,0.0019933928049935363,0.9721,0.0011645082653206037
unbounded,561,2.2261904761904763,0.91275,0.001995462822254527,0.9721,0.0011645082653206037
unbounded,562,2.2301587301587302,0.9124,0.0019990777873809713,0.972,0.0011665333257134154
unbounded,563,2.234126984126984,0.91215,0.0020016540347922267,0.972,0.0011665333257134154
unbounded,564,2.238095238095238,0.912,0.002003197444087826,0.972,0.0011665333257134154
unbounded,565,2.242063492063492,0.91165,0.0020067919361508313,0.972,0.0011665333257134154
unbounded,566,2.246031746031746,0.9115,0.0020083295297336043,0.972,0.0011665333257134154
unbounded,567,2.25,0.9113,0.0020103769547027742,0.972,0.0011665333257134154
unbounded,568,2.253968253968254,0.9112,0.0020113995127771112,0.97195,0.0011675443781715541
unbounded,569,2.257936507936508,0.91065,0.0020170098847055763,0.9719,0.001168554448881181
unbounded,570,2.261904761904762,0.91045,0.0020190442974338135,0.97175,0.0011715787958989357
unbounded,571,2.265873015873016,0.9103,0.0020205681131800534,0.9717,0.0011725849649385752
unbounded,572,2.2698412698412698,0.9102,0.002021583043063035,0.97165,0.0011735901648360894
unbounded,573,2.2738095238095237,0.91005,0.002023104019817073,0.97155,0.0011755976671463748
unbounded,574,2.2777777777777777,0.91,0.0020236106344848057,0.97155,0.0011755976671463748
unbounded,575,2.2817460317460316,0.90995,0.0020241170605970393,0.97155,0.0011755976671463748
unbounded,576,2.2857142857142856,0.90965,0.0020271516655149414,0.97135,0.0011796011508132729
unbounded,577,2.2896825396825395,0.90945,0.002029170982199381,0.97125,0.0011815971712051457
unbounded,578,2.2936507936507935,0.9092,0.0020316909213755913,0.9712,0.001182593759496473
unbounded,579,2.2976190476190474,0.90905,0.0020332006479932075,0.97115,0.0011835894030448237
unbounded,580,2.3015873015873014,0.909,0.0020337035182149826,0.97105,0.0011855778654310317
unbounded,581,2.3055555555555554,0.9089,0.002034708701509874,0.97105,0.0011855778654310317
unbounded,582,2.3095238095238093,0.9088,0.002035713142856821,0.97105,0.0011855778654310317
unbounded,583,2.3134920634920637,0.9088,0.002035713142856821,0.971,0.0011865706890025563
unbounded,584,2.3174603174603177,0.90855,0.002038221007398364,0.971,0.0011865706890025563
unbounded,585,2.3214285714285716,0.9084,0.002039723510674915,0.97095,0.001187562577298561
unbounded,586,2.3253968253968256,0.9082,0.0020417242712962,0.97085,0.0011895435574202403
unbounded,587,2.3293650793650795,0.908,0.0020437220946107125,0.97075,0.001191520824408873
unbounded,588,2.3333333333333335,0.90775,0.0020462152562719304,0.97075,0.001191520824408873
unbounded,589,2.3373015873015874,0.90765,0.002047211243374753,0.9707,0.0011925080712515113
unbounded,590,2.3412698412698414,0.9075,0.0020487038585408094,0.9706,0.0011944798030942168
unbounded,591,2.3452380952380953,0.9075,0.0020487038585408094,0.9705,0.0011964478676482308
unbounded,592,2.3492063492063493,0.9074,0.0020496980265395197,0.9705,0.0011964478676482308
unbounded,593,2.3531746031746033,0.90715,0.002052180273514001,0.97045,0.0011974305303440356
unbounded,594,2.357142857142857,0.90695,0.002054162816088345,0.97045,0.0011974305303440356
unbounded,595,2.361111111111111,0.90675,0.002056142474392279,0.9704,0.0011984122829811108
unbounded,596,2.365079365079365,0.90635,0.0020600931714366707,0.9704,0.0011984122829811108
unbounded,597,2.369047619047619,0.90625,0.0020610790559801436,0.97035,0.0011993931277942183
unbounded,598,2.373015873015873,0.906,0.0020635406465587245,0.9703,0.0012003730670087519
unbounded,599,2.376984126984127,0.90595,0.0020640324307045176,0.9703,0.0012003730670087519
unbounded,600,2.380952380952381,0.90575,0.0020659977916251504,0.9702,0.0012023302374971705
unbounded,601,2.384920634920635,0.90565,0.002066979408460569,0.97015,0.0012033074731754982
unbounded,602,2.388888888888889,0.9056,0.002067469951414047,0.9701,0.00120428381206425
unbounded,603,2.392857142857143,0.90545,0.002068940519928014,0.97,0.0012062338081814824
unbounded,604,2.3968253968253967,0.9053,0.0020704095005578006,0.96995,0.0012072074697416352
unbounded,605,2.4007936507936507,0.90515,0.0020718768966808813,0.9699,0.0012081802431756616
unbounded,606,2.4047619047619047,0.90495,0.0020738309658696868,0.96985,0.001209152130627077
unbounded,607,2.4087301587301586,0.9047,0.002076269611587089,0.9698,0.0012101231342305627
unbounded,608,2.4126984126984126,0.9046,0.002077243847024225,0.9698,0.0012101231342305627
unbounded,609,2.4166666666666665,0.90445,0.002078703893054516,0.9697,0.0012120624983885937
unbounded,610,2.4206349206349205,0.90425,0.0020806481862631174,0.9695,0.0012159307134865863
unbounded,611,2.4246031746031744,0.9042,0.002081133825586428,0.96945,0.0012168955891940765
unbounded,612,2.4285714285714284,0.9039,0.0020840440254466792,0.96945,0.0012168955891940765
unbounded,613,2.4325396825396823,0.90385,0.0020845284538715224,0.96945,0.0012168955891940765
unbounded,614,2.4365079365079363,0.90365,0.002086464443742093,0.9694,0.001217859597819058
unbounded,615,2.4404761904761907,0.90345,0.0020883976812379394,0.9694,0.001217859597819058
unbounded,616,2.4444444444444446,0.9034,0.0020888805614491224,0.96935,0.0012188227414189473
unbounded,617,2.4484126984126986,0.90335,0.0020893632702333026,0.9693,0.0012197850220428178
unbounded,618,2.4523809523809526,0.9032,0.002090810369210943,0.9693,0.0012197850220428178
unbounded,619,2.4563492063492065,0.9032,0.002090810369210943,0.9693,0.0012197850220428178
unbounded,620,2.4603174603174605,0.9031,0.0020917742469014193,0.9693,0.0012197850220428178
unbounded,621,2.4642857142857144,0.90285,0.0020941809556482933,0.9691,0.0012236255554703007
unbounded,622,2.4682539682539684,0.9028,0.002094661786542161,0.96905,0.001224583551661544
unbounded,623,2.4722222222222223,0.90275,0.0020951424474245175,0.969,0.0012255406969986762
unbounded,624,2.4761904761904763,0.90265,0.002096103259622484,0.969,0.0012255406969986762
unbounded,625,2.4801587301587302,0.90255,0.0020970633931762773,0.96895,0.0012264969934736901
unbounded,626,2.484126984126984,0.9024,0.002098502323086634,0.9689,0.0012274524430706066
unbounded,627,2.488095238095238,0.90215,0.0021008971595487484,0.96885,0.00122840704776552
unbounded,628,2.492063492063492,0.90195,0.0021028099949829035,0.9688,0.001229360809526642
unbounded,629,2.496031746031746,0.9018,0.0021042428567064207,0.96875,0.0012303137303143455
unbounded,630,2.5,0.9015,0.0021071040553328167,0.9687,0.0012312658120812094
unbounded,631,2.503968253968254,0.9013,0.002109008179216003,0.96865,0.0012322170567720604
unbounded,632,2.507936507936508,0.90125,0.0021094837934907203,0.9686,0.0012331674663240185
unbounded,633,2.511904761904762,0.90115,0.002110434522793825,0.9686,0.0012331674663240185
unbounded,634,2.515873015873016,0.90105,0.002111384587184438,0.9686,0.0012331674663240185
unbounded,635,2.5198412698412698,0.90095,0.002112333987559732,0.9685,0.0012350657877214471
unbounded,636,2.5238095238095237,0.90085,0.002113282724814642,0.96845,0.0012360137034029997
unbounded,637,2.5277777777777777,0.90065,0.0021151782135319006,0.96835,0.001237907054265383
unbounded,638,2.5317460317460316,0.90055,0.0021161249667729933,0.9683,0.0012388524932371882
unbounded,639,2.5357142857142856,0.9004,0.0021175438602305265,0.96825,0.0012397971104176671
unbounded,640,2.5396825396825395,0.90005,0.0021208488571795962,0.96825,0.0012397971104176671
unbounded,641,2.5436507936507935,0.9,0.0021213203435596424,0.9682,0.0012407409076837929
unbounded,642,2.5476190476190474,0.89975,0.0021236753224068874,0.9681,0.0012426260499442308
unbounded,643,2.5515873015873014,0.8993,0.0021279040156924373,0.96795,0.0012454476604819653
unbounded,644,2.5555555555555554,0.8991,0.0021297792139092727,0.96795,0.0012454476604819653
unbounded,645,2.5595238095238093,0.8989,0.002131651824290261,0.96785,0.001247324687080313
unbounded,646,2.5634920634920637,0.8988,0.0021325871611730194,0.96785,0.001247324687080313
unbounded,647,2.5674603174603177,0.8987,0.0021335218536495,0.96775,0.0012491984930346337
unbounded,648,2.5714285714285716,0.89855,0.0021349226859537565,0.96765,0.0012510690928162198
unbounded,649,2.5753968253968256,0.8984,0.0021363220730966576,0.96765,0.0012510690928162198
unbounded,650,2.5793650793650795,0.89835,0.002136788214821488,0.9676,0.0012520031948841021
unbounded,651,2.5833333333333335,0.8983,0.0021372541963931195,0.9676,0.0012520031948841021
unbounded,652,2.5873015873015874,0.89815,0.0021386511812355002,0.9676,0.0012520031948841021
unbounded,653,2.5912698412698414,0.898,0.0021400467284617875,0.9675,0.0012538690122975362
unbounded,654,2.5952380952380953,0.89785,0.002141440840882605,0.9675,0.0012538690122975362
unbounded,655,2.5992063492063493,0.89785,0.002141440840882605,0.9674,0.0012557316592329741
unbounded,656,2.6031746031746033,0.8977,0.002142833521298376,0.96735,0.0012566617981780133
unbounded,657,2.607142857142857,0.8974,0.0021456145972657812,0.96735,0.0012566617981780133
unbounded,658,2.611111111111111,0.8972,0.0021474654828425067,0.9673,0.0012575911497780183
unbounded,659,2.615079365079365,0.897,0.0021493138439976603,0.9673,0.0012575911497780183
unbounded,660,2.619047619047619,0.89685,0.002150698462128059,0.9673,0.0012575911497780183
unbounded,661,2.623015873015873,0.8967,0.0021520816666660207,0.9673,0.0012575911497780183
unbounded,662,2.626984126984127,0.89645,0.002154383873639979,0.96725,0.001258519715777229
unbounded,663,2.630952380952381,0.89635,0.002155303661900105,0.9672,0.0012594474979132726
unbounded,664,2.634920634920635,0.8963,0.0021557633218885603,0.96715,0.0012603744979171874
unbounded,665,2.638888888888889,0.8962,0.0021566821740812902,0.96715,0.0012603744979171874
unbounded,666,2.642857142857143,0.8961,0.0021576004032257687,0.96715,0.0012603744979171874
unbounded,667,2.6468253968253967,0.8961,0.0021576004032257687,0.9671,0.001261300717513473
unbounded,668,2.6507936507936507,0.89595,0.0021589765804658463,0.96705,0.0012622261584201153
unbounded,669,2.6547619047619047,0.8958,0.002160351360311558,0.967,0.0012631508223486226
unbounded,670,2.6587301587301586,0.89545,0.0021635537605985207,0.96695,0.0012640747110040614
unbounded,671,2.6626984126984126,0.8953,0.002164923901664906,0.96695,0.0012640747110040614
unbounded,672,2.6666666666666665,0.89525,0.002165380307243972,0.96685,0.001265920169283988
unbounded,673,2.6706349206349205,0.89515,0.0021662926568217877,0.96685,0.001265920169283988
unbounded,674,2.6746031746031744,0.8949,0.002168570842744133,0.96685,0.001265920169283988
unbounded,675,2.6785714285714284,0.8947,0.0021703906330428164,0.9668,0.0012668417422866997
unbounded,676,2.6825396825396823,0.89455,0.0021717538707229237,0.9668,0.0012668417422866997
unbounded,677,2.6865079365079363,0.89435,0.0021735693858259968,0.96675,0.001267762546772857
unbounded,678,2.6904761904761907,0.89415,0.002175382466372293,0.9667,0.0012686825844158182
unbounded,679,2.6944444444444446,0.89395,0.0021771931184440207,0.96655,0.0012714381129256742
unbounded,680,2.6984126984126986,0.8938,0.0021785495174542163,0.96655,0.0012714381129256742
unbounded,681,2.7023809523809526,0.89365,0.0021799045563969076,0.9665,0.0012723550998050815
unbounded,682,2.7063492063492065,0.89335,0.0021826105642097494,0.96645,0.001273271328115103
unbounded,683,2.7103174603174605,0.8933,0.002183061039000055,0.9664,0.0012741867994921303
unbounded,684,2.7142857142857144,0.89325,0.002183511363606794,0.96635,0.001275101515566505
unbounded,685,2.7182539682539684,0.89315,0.00218441156264107,0.9663,0.0012760154779625512
unbounded,686,2.7222222222222223,0.89285,0.0021871085649779708,0.96615,0.001278752859234341
unbounded,687,2.7261904761904763,0.8928,0.0021875575421003214,0.96615,0.001278752859234341
unbounded,688,2.7301587301587302,0.89255,0.002189800190656673,0.96605,0.001280574041201836
unbounded,689,2.734126984126984,0.8922,0.0021929336515271046,0.966,0.0012814835153056013
unbounded,690,2.738095238095238,0.8922,0.0021929336515271046,0.966,0.0012814835153056013
unbounded,691,2.742063492063492,0.8918,0.002196505861590175,0.9659,0.0012833002376684893
unbounded,692,2.746031746031746,0.8917,0.002197397437879638,0.9659,0.0012833002376684893
unbounded,693,2.75,0.8916,0.0021982884251162318,0.96585,0.0012842074890764344
unbounded,694,2.753968253968254,0.89145,0.002199623803062697,0.9658,0.0012851140027250502
unbounded,695,2.757936507936508,0.89135,0.002200513320795855,0.96575,0.001286019780174473
unbounded,696,2.761904761904762,0.89125,0.0022014022519748636,0.9657,0.0012869248229791823
unbounded,697,2.765873015873016,0.89095,0.0022040655332816214,0.96565,0.0012878291326880284
unbounded,698,2.7698412698412698,0.89075,0.002205838134360724,0.96565,0.0012878291326880284
unbounded,699,2.7738095238095237,0.8906,0.002207166056281222,0.9656,0.0012887327108442616
unbounded,700,2.7777777777777777,0.89035,0.002209376354313588,0.9656,0.0012887327108442616
unbounded,701,2.7817460317460316,0.89015,0.002211141984360118,0.96535,0.001293239681961545
unbounded,702,2.7857142857142856,0.88995,0.002212905301859978,0.96535,0.001293239681961545
unbounded,703,2.7896825396825395,0.88985,0.0022137860951320478,0.96535,0.001293239681961545
unbounded,704,2.7936507936507935,0.8895,0.0022168643395571144,0.9653,0.001294138902900302
unbounded,705,2.7976190476190474,0.88935,0.002218181434193335,0.96525,0.001295037402934756
unbounded,706,2.8015873015873014,0.88925,0.0022190587813304993,0.9652,0.0012959351835643642
unbounded,707,2.8055555555555554,0.8891,0.002220373729803161,0.96515,0.0012968322462832277
unbounded,708,2.8095238095238093,0.88895,0.002221687393626745,0.9651,0.0012977285925801288
unbounded,709,2.8134920634920637,0.8887,0.0022238739847392427,0.96505,0.0012986242239385502
unbounded,710,2.8174603174603177,0.88865,0.002224310876428922,0.96505,0.0012986242239385502
unbounded,711,2.8214285714285716,0.8885,0.0022256206999396824,0.965,0.0012995191418367033
unbounded,712,2.8253968253968256,0.88835,0.002226929247865769,0.965,0.0012995191418367033
unbounded,713,2.8293650793650795,0.8881,0.00222910733254368,0.9649,0.0013013068431388505
unbounded,714,2.8333333333333335,0.88795,0.0022304124898771525,0.9649,0.0013013068431388505
unbounded,715,2.8373015873015874,0.88775,0.0022321507285575494,0.9649,0.0013013068431388505
unbounded,716,2.8412698412698414,0.88765,0.0022330190046213217,0.9648,0.00130309170820783
unbounded,717,2.8452380952380953,0.88745,0.0022347538734724236,0.96475,0.0013039830807951458
unbounded,718,2.8492063492063493,0.8874,0.002235187240478972,0.96465,0.0013057637133111028
unbounded,719,2.8531746031746033,0.88735,0.0022356204675659957,0.9646,0.001306652976118755
unbounded,720,2.857142857142857,0.88715,0.0022373519783440423,0.96455,0.0013075415385371124
unbounded,721,2.861111111111111,0.88705,0.0022382168963261803,0.96445,0.0013093165679086164
unbounded,722,2.865079365079365,0.8869,0.002239513228360127,0.9644,0.0013102030377006454
unbounded,723,2.869047619047619,0.8868,0.0022403767540304462,0.9644,0.0013102030377006454
unbounded,724,2.873015873015873,0.8867,0.002241239723902822,0.9644,0.0013102030377006454
unbounded,725,2.876984126984127,0.8865,0.0022429639988194197,0.9644,0.0013102030377006454
unbounded,726,2.880952380952381,0.88645,0.002243394721175924,0.9644,0.0013102030377006454
unbounded,727,2.884920634920635,0.88615,0.002245976151921476,0.9643,0.0013119738945573567
unbounded,728,2.888888888888889,0.88615,0.002245976151921476,0.9643,0.0013119738945573567
unbounded,729,2.892857142857143,0.88605,0.002246835524688,0.9643,0.0013119738945573567
unbounded,730,2.8968253968253967,0.88605,0.002246835524688,0.9643,0.0013119738945573567
unbounded,731,2.9007936507936507,0.88595,0.0022476943464359205,0.96425,0.0013128582844313386
unbounded,732,2.9047619047619047,0.88575,0.0022494103394000834,0.96415,0.0013146249940572416
unbounded,733,2.9087301587301586,0.8856,0.002250695892385286,0.964,0.0013172699040060094
unbounded,734,2.9126984126984126,0.88545,0.0022519802119468106,0.964,0.0013172699040060094
unbounded,735,2.9166666666666665,0.88535,0.0022528357407942553,0.96395,0.0013181501716420633
unbounded,736,2.9206349206349205,0.88525,0.0022536907230141408,0.9639,0.0013190297570562998
unbounded,737,2.9246031746031744,0.8852,0.0022541180093331404,0.9639,0.0013190297570562998
unbounded,738,2.9285714285714284,0.88515,0.0022545451592283533,0.9639,0.0013190297570562998
unbounded,739,2.9325396825396823,0.885,0.002255825791146116,0.9639,0.0013190297570562998
unbounded,740,2.9365079365079363,0.88495,0.0022562523961206114,0.9638,0.0013207868866702153
unbounded,741,2.9404761904761907,0.8849,0.0022566788650581187,0.9638,0.0013207868866702153
unbounded,742,2.9444444444444446,0.88465,0.0022588091718868148,0.9637,0.001322541303702837
unbounded,743,2.9484126984126986,0.8844,0.002260936089322297,0.9636,0.0013242930189350088
unbounded,744,2.9523809523809526,0.88425,0.002262210616852463,0.9636,0.0013242930189350088
unbounded,745,2.9563492063492065,0.88415,0.0022630596269210407,0.96355,0.0013251678667248158
unbounded,746,2.9603174603174605,0.88405,0.002263908097737185,0.9635,0.0013260420430740493
unbounded,747,2.9642857142857144,0.884,0.0022643321311150446,0.9635,0.0013260420430740493
unbounded,748,2.9682539682539684,0.88385,0.0022656034240351947,0.96335,0.0013286605567262085
unbounded,749,2.9722222222222223,0.88365,0.0022672966005796414,0.9633,0.0013295320605385933
unbounded,750,2.9761904761904763,0.88355,0.002268142384199017,0.9633,0.0013295320605385933
unbounded,751,2.9801587301587302,0.8835,0.002268565075108052,0.9633,0.0013295320605385933
unbounded,752,2.984126984126984,0.88345,0.002268987632183129,0.9633,0.0013295320605385933
unbounded,753,2.988095238095238,0.88325,0.0022706765236378346,0.96325,0.001330402899500748
unbounded,754,2.992063492063492,0.8831,0.002271941790627568,0.9632,0.0013312730749173898
unbounded,755,2.996031746031746,0.883,0.0022727846356397257,0.96315,0.0013321425880888284
unbounded,756,3.0,0.8827,0.002275309978881998,0.9631,0.0013330114403109982
unbounded,757,3.003968253968254,0.8827,0.002275309978881998,0.963,0.0013347471670694796
unbounded,758,3.007936507936508,0.88265,0.002275730404727238,0.96295,0.0013356140441759367
unbounded,759,3.011904761904762,0.8824,0.0022778305468142274,0.96295,0.0013356140441759367
unbounded,760,3.015873015873016,0.88225,0.0022790890449914413,0.96285,0.0013373458322363744
unbounded,761,3.0198412698412698,0.88225,0.0022790890449914413,0.96285,0.0013373458322363744
unbounded,762,3.0238095238095237,0.8822,0.0022795082803095936,0.9628,0.0013382107457347667
unbounded,763,3.0277777777777777,0.882,0.0022811839031520453,0.9627,0.001339938617997108
unbounded,764,3.0317460317460316,0.8818,0.0022828574199892553,0.9627,0.001339938617997108
unbounded,765,3.0357142857142856,0.88165,0.0022841111783361155,0.9627,0.001339938617997108
unbounded,766,3.0396825396825395,0.88155,0.002284946361514861,0.9626,0.001341663892336676
unbounded,767,3.0436507936507935,0.8813,0.0022870320286344924,0.96255,0.001342525558415928
unbounded,768,3.0476190476190474,0.8811,0.0022886982107739764,0.9625,0.0013433865787627918
unbounded,769,3.0515873015873014,0.881,0.0022895305195607244,0.9625,0.0013433865787627918
unbounded,770,3.0555555555555554,0.8807,0.0022920243236056632,0.9624,0.0013451066872185262
unbounded,771,3.0595238095238093,0.88055,0.00229326947282695,0.96225,0.0013476820377967488
unbounded,772,3.0634920634920637,0.88045,0.0022940989244145515,0.9622,0.001348539209663552
unbounded,773,3.0674603174603177,0.88025,0.0022957562751738264,0.96215,0.0013493957443982112
unbounded,774,3.0714285714285716,0.8801,0.002296997932084398,0.9621,0.0013502516432132203
unbounded,775,3.0753968253968256,0.8801,0.002296997932084398,0.96205,0.0013511069073171085
unbounded,776,3.0793650793650795,0.87995,0.0022982384286666167,0.9619,0.001353668903388122
unbounded,777,3.0833333333333335,0.8799,0.002298651670001351,0.9619,0.001353668903388122
unbounded,778,3.0873015873015874,0.8798,0.0022994777667983655,0.9619,0.001353668903388122
unbounded,779,3.0912698412698414,0.87965,0.0023007159483517297,0.9619,0.001353668903388122
unbounded,780,3.0952380952380953,0.8795,0.0023019529751930213,0.96185,0.0013545216406539988
unbounded,781,3.0992063492063493,0.8794,0.002302777019166207,0.9618,0.001355373749192451
unbounded,782,3.1031746031746033,0.87935,0.002303188849182802,0.9617,0.0013570760848235445
unbounded,783,3.107142857142857,0.87915,0.0023048348910496824,0.96165,0.001357926314274821
unbounded,784,3.111111111111111,0.8789,0.002306889572563021,0.96155,0.0013596249023168116
unbounded,785,3.115079365079365,0.87885,0.0023073001267715477,0.9615,0.0013604732632433462
unbounded,786,3.119047619047619,0.8787,0.0023085310264321767,0.96145,0.0013613210036578437
unbounded,787,3.123015873015873,0.8784,0.0023109893985044593,0.9614,0.0013621681247188242
unbounded,788,3.126984126984127,0.87835,0.002311398683697817,0.9614,0.0013621681247188242
unbounded,789,3.130952380952381,0.87815,0.002313034559836926,0.96135,0.0013630146275810829
unbounded,790,3.134920634920635,0.87795,0.0023146684157779487,0.9611,0.0013672379090706936
unbounded,791,3.138888888888889,0.87775,0.002316300255795867,0.96105,0.001368080726784791
unbounded,792,3.142857142857143,0.8776,0.002317522815421673,0.961,0.0013689229342808168
unbounded,793,3.1468253968253967,0.87755,0.0023179300841483542,0.961,0.0013689229342808168
unbounded,794,3.1507936507936507,0.87735,0.002319557905075879,0.961,0.0013689229342808168
unbounded,795,3.1547619047619047,0.87735,0.002319557905075879,0.96095,0.0013697645326843594
unbounded,796,3.1587301587301586,0.87725,0.002320371064075744,0.9608,0.0013722856845423991
unbounded,797,3.1626984126984126,0.87715,0.002321183722801795,0.9607,0.0013739634274608622
unbounded,798,3.1666666666666665,0.87695,0.002322807541532445,0.96065,0.0013748013947476195
unbounded,799,3.1706349206349205,0.87675,0.002324429365457251,0.9605,0.001377311693118155
unbounded,800,3.1746031746031744,0.8764,0.0023272627698650624,0.9604,0.0013789822333880877
unbounded,801,3.1785714285714284,0.87625,0.002328475225335241,0.9603,0.0013806503902146982
unbounded,802,3.1825396825396823,0.8761,0.002329686566901222,0.9603,0.0013806503902146982
unbounded,803,3.1865079365079363,0.876,0.002330493509967363,0.9603,0.0013806503902146982
unbounded,804,3.1904761904761907,0.87565,0.002333313925514524,0.96015,0.0013831481753593874
unbounded,805,3.1944444444444446,0.87565,0.002333313925514524,0.96015,0.0013831481753593874
unbounded,806,3.1984126984126986,0.87555,0.002334118650583127,0.9601,0.0013839795879997659
unbounded,807,3.2023809523809526,0.87535,0.0023357266267694946,0.96,0.0013856406460551025
unbounded,808,3.2063492063492065,0.8751,0.002337733838571021,0.95995,0.0013864702935872811
unbounded,809,3.2103174603174605,0.87495,0.002338936697518768,0.9599,0.0013872993548618125
unbounded,810,3.2142857142857144,0.87475,0.002340538800148376,0.95985,0.0013881278309291261
unbounded,811,3.2182539682539684,0.8746,0.002341739097337703,0.9598,0.0013889557228364052
unbounded,812,3.2222222222222223,0.8745,0.0023425386869804304,0.95975,0.0013897830316275993
unbounded,813,3.2261904761904763,0.8744,0.0023433377904177625,0.9597,0.0013906097583434398
unbounded,814,3.2301587301587302,0.87435,0.002343737159964829,0.9597,0.0013906097583434398
unbounded,815,3.234126984126984,0.8742,0.0023449345406641956,0.9597,0.0013906097583434398
unbounded,816,3.238095238095238,0.8741,0.00234573218846483,0.9596,0.0013922614696959762
unbounded,817,3.242063492063492,0.8737,0.0023489179423726147,0.9595,0.0013939108651560184
unbounded,818,3.246031746031746,0.8735,0.0023505079238326336,0.9594,0.0013955579529349538
unbounded,819,3.25,0.8734,0.00235130219240318,0.9594,0.0013955579529349538
unbounded,820,3.253968253968254,0.8731,0.002353682115324837,0.9594,0.0013955579529349538
unbounded,821,3.257936507936508,0.8728,0.0023560577242504053,0.95935,0.001396380633996332
unbounded,822,3.261904761904762,0.87275,0.002356453240571516,0.9593,0.0013972027411939894
unbounded,823,3.265873015873016,0.8726,0.0023576390733104162,0.95925,0.0013980242755403062
unbounded,824,3.2698412698412698,0.8724,0.0023592185146781132,0.95915,0.0013996656297130406
unbounded,825,3.2738095238095237,0.8723,0.0023600075211744564,0.95915,0.0013996656297130406
unbounded,826,3.2777777777777777,0.87225,0.002360401846084688,0.95915,0.0013996656297130406
unbounded,827,3.2817460317460316,0.87205,0.002361977958195207,0.95915,0.0013996656297130406
unbounded,828,3.2857142857142856,0.87185,0.002363552173107249,0.9591,0.0014004854515488557
unbounded,829,3.2896825396825395,0.87185,0.002363552173107249,0.9591,0.0014004854515488557
unbounded,830,3.2936507936507935,0.8717,0.002364731591534227,0.95905,0.0014013047045521548
unbounded,831,3.2976190476190474,0.87155,0.002365909946511067,0.95905,0.0014013047045521548
unbounded,832,3.3015873015873014,0.87145,0.002366694926474471,0.95905,0.0014013047045521548
unbounded,833,3.3055555555555554,0.8714,0.0023670872396259505,0.959,0.0014021233897200352
unbounded,834,3.3095238095238093,0.87125,0.0023682634724624713,0.9589,0.0014037590605228524
unbounded,835,3.3134920634920637,0.871,0.002370221508635849,0.95885,0.0014045760481369463
unbounded,836,3.3174603174603177,0.87085,0.0023713949217707285,0.95885,0.0014045760481369463
unbounded,837,3.3214285714285716,0.87065,0.002372957832537274,0.95885,0.0014045760481369463
unbounded,838,3.3253968253968256,0.8706,0.0023733482677432737,0.9588,0.0014053924718739604
unbounded,839,3.3293650793650795,0.87035,0.002375298691743841,0.95875,0.001406208332716031
unbounded,840,3.3333333333333335,0.87025,0.0023760780448040843,0.95865,0.0014078383696291275
unbounded,841,3.3373015873015874,0.8702,0.0023764675465909484,0.95865,0.0014078383696291275
