date,symbol,assets_lower,assets_central,assets_upper,is_anchor
2015-04-15,SVXY,649760079.8080267,750391710.994777,999574797.7429209,False
2015-04-16,SVXY,662680782.610819,766290962.9477098,1019451686.6010565,False
2015-04-17,SVXY,639324207.74726,740225589.765531,983520510.8936981,False
2015-04-20,SVXY,661604020.5162657,768949314.2618297,1017795222.490183,False
2015-04-21,SVXY,661024249.8462231,769250486.9089885,1016903317.6652262,False
2015-04-22,SVXY,668726953.4283683,779200688.7585746,1028752965.8884155,False
2015-04-23,SVXY,675104493.9891007,787627578.9392698,1038564016.1732755,False
2015-04-24,SVXY,681730435.4766927,796363452.4307048,1048757200.2855912,False
2015-04-27,SVXY,661935327.0691849,776168860.2126238,1018304896.2773491,False
2015-04-28,SVXY,684712131.2627013,803886323.6896925,1053344167.1597506,False
2015-04-29,SVXY,665910942.5139511,782795005.7958349,1024420884.5130067,False
2015-04-30,SVXY,647523839.563652,762135603.3868247,996134621.1924689,False
2015-05-01,SVXY,678831582.1264796,799986095.4912841,1044297676.1608071,False
2015-05-04,SVXY,678086189.7751094,802108201.7361186,1043150983.0474349,False
2015-05-05,SVXY,654729614.9115503,775445434.2363881,1007219807.3400766,False
2015-05-06,SVXY,643796751.426273,763446423.8430173,990400961.2049372,False
2015-05-07,SVXY,648849002.5850649,770394688.8900186,998173219.130798,False
2015-05-08,SVXY,682889976.8167778,811819654.1844411,1050541009.9355049,False
2015-05-11,SVXY,664254409.7493553,792605017.5944088,1021872515.5771763,False
