,cm30,cm60,cm90,cm120,cm150,cm180,n_contracts
2012-05-03,19.650000000000002,21.17142857142857,22.36,23.285714285714285,24.492857142857144,25.341428571428573,8
2012-05-04,20.745714285714286,22.03035714285714,23.04285714285714,23.892857142857142,24.964285714285715,25.69,8
2012-05-07,20.25,21.67857142857143,22.711428571428574,23.610714285714288,24.682142857142857,25.415714285714287,8
2012-05-08,20.46142857142857,21.910714285714285,22.961428571428574,23.925,25.014285714285712,25.708571428571428,8
2012-05-09,21.38714285714286,22.71785714285714,23.599999999999998,24.489285714285714,25.485714285714288,26.152857142857144,8
2012-05-10,20.37857142857143,21.935714285714287,22.93,23.964285714285715,25.04642857142857,25.72142857142857,8
2012-05-11,21.171428571428574,22.6,23.47142857142857,24.508928571428573,25.576785714285716,26.3,8
2012-05-14,22.79,23.90357142857143,24.635714285714286,25.635714285714286,26.69642857142857,27.41428571428571,8
2012-05-15,23.548571428571428,24.62857142857143,25.344285714285714,26.4125,27.398214285714285,28.05,8
2012-05-16,,25.3375,25.99,26.974999999999998,27.92857142857143,28.57,7
2012-05-17,,26.664285714285715,27.06,27.642857142857142,28.28571428571429,28.658571428571427,7
2012-05-18,,28.15178571428571,28.357142857142854,28.78571428571429,29.314285714285717,29.59,7
2012-05-21,24.25,25.89,26.490000000000002,27.46607142857143,28.364285714285717,28.792857142857144,7
2012-05-22,25.005357142857143,26.55142857142857,27.065714285714286,27.9,28.728571428571428,29.157142857142855,7
2012-05-23,24.910714285714285,26.412857142857145,26.884285714285713,27.573214285714286,28.242857142857144,28.67142857142857,7
2012-05-24,24.4375,26.07857142857143,26.55,27.460714285714285,28.30142857142857,28.687142857142856,7
2012-05-25,24.771428571428572,26.177142857142858,26.569642857142856,27.169642857142858,27.814285714285713,28.2,7
2012-05-29,23.514285714285716,25.02857142857143,25.742857142857144,26.612499999999997,27.37857142857143,27.728571428571428,7
2012-05-30,26.085714285714285,26.978571428571428,27.257142857142856,27.807142857142857,28.3,28.523214285714285,7
2012-05-31,26.482142857142858,27.41857142857143,27.675,28.242857142857144,28.744285714285713,28.896428571428572,7
2012-06-01,28.3,29.16857142857143,29.285714285714285,29.678571428571427,30.034285714285716,30.0375,7
2012-06-04,27.7,28.655714285714286,29.175,29.901785714285715,30.357142857142858,30.392857142857142,7
2012-06-05,26.5375,27.69,28.392857142857142,29.200000000000003,29.71,29.84107142857143,7
2012-06-06,24.599999999999998,26.065714285714286,27.0875,28.185714285714283,28.892857142857142,29.107142857142858,7
2012-06-07,24.416071428571428,25.87,26.950000000000003,28.064285714285713,28.707142857142856,28.973214285714285,7
2012-06-08,23.08214285714286,24.564285714285717,25.689285714285713,26.77678571428571,27.475714285714286,27.775,7
2012-06-11,25.9375,26.958571428571428,27.989285714285714,29.15,29.795714285714286,29.96964285714286,7
2012-06-12,25.1,26.372857142857143,27.564285714285713,28.8125,29.46142857142857,29.682142857142857,7
2012-06-13,26.428571428571427,27.57142857142857,28.685714285714287,29.74642857142857,30.361428571428572,30.583928571428572,7
2012-06-14,24.792857142857144,26.14,27.512500000000003,28.671428571428574,29.27857142857143,29.521428571428572,7
2012-06-15,23.419642857142854,24.884285714285713,26.15357142857143,27.3,27.858571428571427,28.299999999999997,7
2012-06-18,21.8,23.599999999999998,25.28392857142857,26.751785714285717,27.42142857142857,27.892857142857142,7
2012-06-19,21.954285714285714,23.582857142857144,25.239285714285714,26.65,27.37857142857143,27.901785714285715,7
2012-06-20,20.57857142857143,22.507142857142856,24.29107142857143,25.627142857142857,26.441428571428574,27.107142857142854,6
2012-06-21,23.470000000000002,24.67,26.05,26.937142857142856,27.494285714285716,28.03214285714286,6
2012-06-22,22.084285714285716,23.84142857142857,25.526785714285715,26.33142857142857,27.145714285714284,27.9,6
2012-06-25,22.81,24.353571428571428,25.82142857142857,26.704285714285714,27.473214285714285,,6
2012-06-26,22.195714285714285,23.860714285714284,25.351785714285715,26.240000000000002,27.04642857142857,,6
2012-06-27,22.201428571428572,23.857142857142858,25.271428571428572,26.08285714285714,26.75892857142857,,6
2012-06-28,21.90714285714286,23.558928571428574,24.95,25.755714285714287,26.442857142857143,,6
2012-06-29,20.304285714285715,22.314285714285713,23.92142857142857,24.842857142857145,25.548214285714284,,6
2012-07-02,19.15,21.276785714285715,23.09107142857143,24.240000000000002,25.099999999999998,,6
2012-07-03,18.771428571428572,20.84285714285714,22.514285714285712,23.64,24.541071428571428,,6
2012-07-05,19.82,21.67142857142857,23.2,24.134285714285713,24.885714285714286,,6
2012-07-06,19.458571428571428,21.389285714285716,22.889285714285712,23.837142857142858,24.557142857142857,,6
2012-07-09,19.66,21.47142857142857,22.875,23.79285714285714,24.575,,6
2012-07-10,20.475714285714286,22.110714285714284,23.344642857142855,24.099999999999998,24.742857142857144,,6
2012-07-11,19.712857142857143,21.607142857142858,22.964285714285715,23.784285714285716,24.464285714285715,,6
2012-07-12,19.94,21.855357142857144,23.2375,23.992857142857144,24.571428571428573,,6
2012-07-13,18.807142857142857,20.85,22.47142857142857,23.40142857142857,24.073214285714286,,6
2012-07-16,18.900000000000002,20.942857142857143,22.59464285714286,23.521428571428572,24.22142857142857,,6
2012-07-17,18.224285714285713,20.264285714285716,21.989285714285714,22.939999999999998,23.68392857142857,,6
2012-07-18,,20.39107142857143,22.19107142857143,23.07857142857143,23.849999999999998,,5
2012-07-19,,20.010714285714286,21.95,22.85,23.714285714285715,,5
2012-07-20,,20.885714285714286,22.675714285714285,23.447142857142858,24.107142857142854,,5
2012-07-23,20.8,22.414285714285715,23.98,24.580000000000002,,,5
2012-07-24,21.898214285714285,23.339285714285715,24.59285714285714,25.15,,,5
2012-07-25,21.196428571428573,22.664285714285715,24.07857142857143,24.71785714285714,,,5
2012-07-26,19.3375,21.20357142857143,22.790000000000003,23.585714285714285,,,5
2012-07-27,18.892857142857142,21.035714285714285,22.689999999999998,23.569642857142856,,,5
2012-07-30,19.9375,21.78035714285714,23.18285714285714,23.917857142857144,,,5
2012-07-31,20.4,22.16785714285714,23.40857142857143,24.15,,,5
2012-08-01,20.230357142857144,21.998214285714287,23.39,24.264285714285716,,,5
2012-08-02,19.414285714285715,21.514285714285716,23.080000000000002,24.057142857142857,,,5
2012-08-03,18.064285714285713,20.351785714285715,22.05,23.15357142857143,,,5
2012-08-06,17.925,20.17142857142857,21.89857142857143,23.14107142857143,,,5
2012-08-07,18.748214285714283,20.79285714285714,22.314285714285713,23.4,,,5
2012-08-08,18.0,20.089285714285715,21.75,23.035714285714285,,,5
2012-08-09,17.825,20.007142857142856,21.67,22.921428571428574,,,5
2012-08-10,17.764285714285716,19.942857142857143,21.537142857142857,22.787499999999998,,,5
2012-08-13,17.6375,19.933928571428574,21.514285714285716,22.75,,,5
2012-08-14,18.442857142857143,20.58571428571429,22.075714285714287,23.2125,,,5
2012-08-15,18.5,20.741071428571427,22.145714285714284,23.285714285714285,,,5
2012-08-16,18.34285714285714,20.560714285714283,21.94,23.15357142857143,,,5
2012-08-17,17.86785714285714,20.225,21.667142857142856,22.892857142857142,,,5
2012-08-20,18.25,20.597142857142856,22.054285714285715,23.357142857142854,,,5
2012-08-21,18.825,21.0,22.5,23.8,,,5
2012-08-22,19.160714285714285,21.427142857142858,22.755714285714287,,,,4
2012-08-23,19.54642857142857,21.82857142857143,23.2,,,,4
2012-08-24,18.92857142857143,21.5,22.9875,,,,4
2012-08-27,19.425,21.71142857142857,23.035714285714285,,,,4
2012-08-28,19.7,21.92142857142857,23.26964285714286,,,,4
2012-08-29,20.0375,22.187142857142856,23.442857142857143,,,,4
2012-08-30,20.521428571428572,22.53142857142857,23.75,,,,4
2012-08-31,19.833928571428572,21.812857142857144,23.121428571428574,,,,4
2012-09-04,19.775,21.624285714285715,23.021428571428572,,,,4
2012-09-05,19.40714285714286,21.275714285714287,22.614285714285714,,,,4
2012-09-06,17.587500000000002,19.662857142857145,21.275,,,,4
2012-09-07,16.675,18.77857142857143,20.423214285714288,,,,4
2012-09-10,18.0375,19.765714285714285,21.139285714285712,,,,4
2012-09-11,17.975,19.447142857142858,20.832142857142856,,,,4
2012-09-12,17.27857142857143,18.707142857142856,20.04285714285714,,,,4
2012-09-13,16.228571428571428,17.564285714285713,18.8875,,,,4
2012-09-14,17.17857142857143,18.16,19.146428571428572,,,,4
2012-09-17,16.85,18.05,19.053571428571427,,,,4
2012-09-18,16.292857142857144,17.57857142857143,18.95714285714286,,,,4
2012-09-19,16.144285714285715,17.55857142857143,18.95357142857143,,,,3
2012-09-20,16.541428571428572,17.955714285714286,19.2,,,,3
2012-09-21,16.26142857142857,17.847142857142856,,,,,3
2012-09-24,16.240000000000002,17.700000000000003,,,,,3
2012-09-25,17.424285714285713,18.47321428571429,,,,,3
2012-09-26,18.045714285714286,19.049999999999997,,,,,3
2012-09-27,16.571428571428573,17.964285714285715,,,,,3
2012-09-28,16.91857142857143,18.29642857142857,,,,,3
2012-10-01,17.49,18.589285714285715,,,,,3
2012-10-02,17.17857142857143,18.325,,,,,3
2012-10-03,17.048571428571428,18.132142857142856,,,,,3
2012-10-04,16.577142857142857,17.828571428571426,,,,,3
2012-10-05,16.521428571428572,17.714285714285715,,,,,3
2012-10-08,16.8,17.942857142857143,,,,,3
2012-10-09,17.548571428571428,18.475,,,,,3
2012-10-10,17.669999999999998,18.69642857142857,,,,,3
2012-10-11,17.125714285714285,18.194642857142856,,,,,3
2012-10-12,17.614285714285714,18.46428571428571,,,,,3
2012-10-15,16.86,17.889285714285716,,,,,3
2012-10-16,16.535714285714285,17.52142857142857,,,,,3
2012-10-17,,17.3875,,,,,2
2012-10-18,,17.53571428571429,,,,,2
2012-10-19,,18.419642857142858,,,,,2
2012-10-22,17.35,,,,,,2
2012-10-23,19.207142857142856,,,,,,2
2012-10-24,18.775,,,,,,2
2012-10-25,18.364285714285714,,,,,,2
2012-10-26,18.34285714285714,,,,,,2
2012-10-31,19.126785714285713,,,,,,2
2012-11-01,17.257142857142856,,,,,,2
2012-11-02,18.114285714285714,,,,,,2
2012-11-05,18.5,,,,,,2
2012-11-06,17.6125,,,,,,2
2012-11-07,19.22142857142857,,,,,,2
2012-11-08,18.985714285714288,,,,,,2
2012-11-09,19.242857142857144,,,,,,2
2012-11-12,18.0375,,,,,,2
2012-11-13,17.932142857142857,,,,,,2
2012-11-14,18.794642857142858,,,,,,2
2012-11-15,18.99285714285714,,,,,,2
2012-11-16,18.044642857142858,,,,,,2
2012-11-19,16.6,,,,,,2
2012-11-20,,,,,,,2
2013-05-20,15.1,16.29,16.89,17.576785714285716,18.064285714285717,18.492857142857144,9
2013-05-21,15.439285714285715,16.555714285714284,17.11285714285714,17.8,18.38142857142857,18.852857142857143,9
2013-05-22,15.37857142857143,16.485714285714284,17.128571428571426,17.767857142857142,18.292857142857144,18.72142857142857,8
2013-05-23,15.6125,16.67857142857143,17.45,18.02857142857143,18.451428571428572,18.837142857142858,8
2013-05-24,15.642857142857142,16.63714285714286,17.323214285714286,17.998214285714283,18.46428571428571,18.85,8
2013-05-28,15.528571428571428,16.592857142857145,17.31607142857143,17.950000000000003,18.365714285714287,18.728571428571428,9
2013-05-29,15.721428571428572,16.635714285714283,17.289285714285715,17.92857142857143,18.37857142857143,18.735714285714284,9
2013-05-30,15.810714285714287,16.79,17.4,18.010714285714286,18.475714285714286,18.792857142857144,9
2013-05-31,16.482142857142858,17.39142857142857,17.95714285714286,18.510714285714286,18.902857142857144,19.150000000000002,9
2013-06-03,16.5,17.34285714285714,17.985714285714288,18.58214285714286,19.0,19.271428571428572,9
2013-06-04,16.635714285714286,17.44,18.057142857142857,18.65,19.06,19.32857142857143,9
2013-06-05,17.42142857142857,17.982857142857142,18.482142857142858,18.964285714285715,19.32,19.564285714285713,9
2013-06-06,16.975,17.65714285714286,18.275,18.835714285714285,19.23,19.46964285714286,9
2013-06-07,16.507142857142856,17.357142857142858,18.048214285714288,18.65357142857143,19.06714285714286,19.35,9
2013-06-10,16.425,17.225714285714286,17.885714285714286,18.45714285714286,18.85142857142857,19.12142857142857,9
2013-06-11,17.45,17.977142857142855,18.557142857142857,19.0875,19.397142857142857,19.628571428571426,9
2013-06-12,18.496428571428574,18.728571428571428,19.192857142857143,19.664285714285715,19.955714285714286,20.185714285714287,9
2013-06-13,17.57142857142857,18.257142857142856,18.825,19.319642857142856,19.578571428571426,19.792857142857144,9
2013-06-14,18.21964285714286,18.762857142857143,19.29285714285714,19.78571428571429,20.072857142857142,20.3,9
2013-06-17,17.8,18.442857142857143,19.04107142857143,19.58214285714286,19.89,20.164285714285715,9
2013-06-18,17.669999999999998,18.27,18.95357142857143,19.55,19.849999999999998,20.16785714285714,9
2013-06-19,17.595714285714287,18.281428571428574,19.025000000000002,19.562857142857144,19.94857142857143,20.139285714285712,8
